nazione,fascia_eta,misura,sesso,anno,valore
DK,Y25-54,Thousand persons,T,2013,125.0
DK,Y25-54,Thousand persons,T,2014,115.0
DK,Y25-54,Thousand persons,T,2015,109.0
DK,Y25-54,Thousand persons,T,2016,102.0
DK,Y25-54,Thousand persons,T,2017,99.0
DK,Y25-54,Thousand persons,T,2018,88.0
DK,Y25-54,Thousand persons,T,2019,88.0
DK,Y25-54,Thousand persons,T,2020,96.0
DK,Y25-54,Thousand persons,T,2021,83.0
DK,Y25-54,Thousand persons,T,2022,72.0
DK,Y25-54,Thousand persons,T,2023,87.0
DK,Y25-54,Thousand persons,T,2024,101.0
EA20,Y25-54,Thousand persons,T,2009,10578.0
EA20,Y25-54,Thousand persons,T,2010,11347.0
EA20,Y25-54,Thousand persons,T,2011,11454.0
EA20,Y25-54,Thousand persons,T,2012,12974.0
EA20,Y25-54,Thousand persons,T,2013,13754.0
EA20,Y25-54,Thousand persons,T,2014,13253.0
EA20,Y25-54,Thousand persons,T,2015,12291.0
EA20,Y25-54,Thousand persons,T,2016,11299.0
EA20,Y25-54,Thousand persons,T,2017,10191.0
EA20,Y25-54,Thousand persons,T,2018,9132.0
EA20,Y25-54,Thousand persons,T,2019,8382.0
EA20,Y25-54,Thousand persons,T,2020,8573.0
EA20,Y25-54,Thousand persons,T,2021,8341.0
EA20,Y25-54,Thousand persons,T,2022,7312.0
EA20,Y25-54,Thousand persons,T,2023,7095.0
EA20,Y25-54,Thousand persons,T,2024,6877.0
EE,Y25-54,Thousand persons,T,2009,63.0
EE,Y25-54,Thousand persons,T,2010,74.0
EE,Y25-54,Thousand persons,T,2011,56.0
EE,Y25-54,Thousand persons,T,2012,46.0
EE,Y25-54,Thousand persons,T,2013,40.0
EE,Y25-54,Thousand persons,T,2014,34.0
EE,Y25-54,Thousand persons,T,2015,27.0
EE,Y25-54,Thousand persons,T,2016,29.0
EE,Y25-54,Thousand persons,T,2017,25.0
EE,Y25-54,Thousand persons,T,2018,23.0
EE,Y25-54,Thousand persons,T,2019,19.0
EE,Y25-54,Thousand persons,T,2020,29.0
EE,Y25-54,Thousand persons,T,2021,26.0
EE,Y25-54,Thousand persons,T,2022,23.0
EE,Y25-54,Thousand persons,T,2023,28.0
EE,Y25-54,Thousand persons,T,2024,36.0
EL,Y25-54,Thousand persons,T,2009,367.0
EL,Y25-54,Thousand persons,T,2010,492.0
EL,Y25-54,Thousand persons,T,2011,688.0
EL,Y25-54,Thousand persons,T,2012,945.0
EL,Y25-54,Thousand persons,T,2013,1061.0
EL,Y25-54,Thousand persons,T,2014,1015.0
EL,Y25-54,Thousand persons,T,2015,953.0
EL,Y25-54,Thousand persons,T,2016,893.0
EL,Y25-54,Thousand persons,T,2017,799.0
EL,Y25-54,Thousand persons,T,2018,721.0
EL,Y25-54,Thousand persons,T,2019,656.0
EL,Y25-54,Thousand persons,T,2020,609.0
EL,Y25-54,Thousand persons,T,2021,506.0
EL,Y25-54,Thousand persons,T,2022,427.0
EL,Y25-54,Thousand persons,T,2023,385.0
EL,Y25-54,Thousand persons,T,2024,350.0
ES,Y25-54,Thousand persons,T,2009,3003.0
ES,Y25-54,Thousand persons,T,2010,3416.0
ES,Y25-54,Thousand persons,T,2011,3711.0
ES,Y25-54,Thousand persons,T,2012,4345.0
ES,Y25-54,Thousand persons,T,2013,4516.0
ES,Y25-54,Thousand persons,T,2014,4154.0
ES,Y25-54,Thousand persons,T,2015,3706.0
ES,Y25-54,Thousand persons,T,2016,3245.0
ES,Y25-54,Thousand persons,T,2017,2799.0
ES,Y25-54,Thousand persons,T,2018,2455.0
ES,Y25-54,Thousand persons,T,2019,2255.0
ES,Y25-54,Thousand persons,T,2020,2474.0
ES,Y25-54,Thousand persons,T,2021,2371.0
ES,Y25-54,Thousand persons,T,2022,2070.0
ES,Y25-54,Thousand persons,T,2023,1909.0
ES,Y25-54,Thousand persons,T,2024,1776.0
EU27_2020,Y25-54,Thousand persons,T,2009,13039.0
EU27_2020,Y25-54,Thousand persons,T,2010,14168.0
EU27_2020,Y25-54,Thousand persons,T,2011,14224.0
EU27_2020,Y25-54,Thousand persons,T,2012,15836.0
EU27_2020,Y25-54,Thousand persons,T,2013,16659.0
EU27_2020,Y25-54,Thousand persons,T,2014,15847.0
EU27_2020,Y25-54,Thousand persons,T,2015,14591.0
EU27_2020,Y25-54,Thousand persons,T,2016,13208.0
EU27_2020,Y25-54,Thousand persons,T,2017,11777.0
EU27_2020,Y25-54,Thousand persons,T,2018,10484.0
EU27_2020,Y25-54,Thousand persons,T,2019,9609.0
EU27_2020,Y25-54,Thousand persons,T,2020,10004.0
EU27_2020,Y25-54,Thousand persons,T,2021,9732.0
EU27_2020,Y25-54,Thousand persons,T,2022,8530.0
EU27_2020,Y25-54,Thousand persons,T,2023,8341.0
EU27_2020,Y25-54,Thousand persons,T,2024,8164.0
FI,Y25-54,Thousand persons,T,2009,123.0
FI,Y25-54,Thousand persons,T,2010,126.0
FI,Y25-54,Thousand persons,T,2011,115.0
FI,Y25-54,Thousand persons,T,2012,113.0
FI,Y25-54,Thousand persons,T,2013,120.0
FI,Y25-54,Thousand persons,T,2014,129.0
FI,Y25-54,Thousand persons,T,2015,138.0
FI,Y25-54,Thousand persons,T,2016,133.0
FI,Y25-54,Thousand persons,T,2017,128.0
FI,Y25-54,Thousand persons,T,2018,111.0
FI,Y25-54,Thousand persons,T,2019,93.0
FI,Y25-54,Thousand persons,T,2020,105.0
FI,Y25-54,Thousand persons,T,2021,116.0
FI,Y25-54,Thousand persons,T,2022,102.0
FI,Y25-54,Thousand persons,T,2023,106.0
FI,Y25-54,Thousand persons,T,2024,131.0
FR,Y25-54,Thousand persons,T,2003,1659.0
FR,Y25-54,Thousand persons,T,2004,1702.0
FR,Y25-54,Thousand persons,T,2005,1703.0
FR,Y25-54,Thousand persons,T,2006,1656.0
FR,Y25-54,Thousand persons,T,2007,1528.0
FR,Y25-54,Thousand persons,T,2008,1401.0
FR,Y25-54,Thousand persons,T,2009,1694.0
FR,Y25-54,Thousand persons,T,2010,1753.0
FR,Y25-54,Thousand persons,T,2011,1765.0
FR,Y25-54,Thousand persons,T,2012,1881.0
FR,Y25-54,Thousand persons,T,2013,1993.0
FR,Y25-54,Thousand persons,T,2014,2002.0
FR,Y25-54,Thousand persons,T,2015,1998.0
FR,Y25-54,Thousand persons,T,2016,1920.0
FR,Y25-54,Thousand persons,T,2017,1824.0
FR,Y25-54,Thousand persons,T,2018,1732.0
FR,Y25-54,Thousand persons,T,2019,1583.0
FR,Y25-54,Thousand persons,T,2020,1483.0
FR,Y25-54,Thousand persons,T,2021,1455.0
FR,Y25-54,Thousand persons,T,2022,1346.0
FR,Y25-54,Thousand persons,T,2023,1381.0
FR,Y25-54,Thousand persons,T,2024,1375.0
HR,Y25-54,Thousand persons,T,2009,117.0
HR,Y25-54,Thousand persons,T,2010,147.0
HR,Y25-54,Thousand persons,T,2011,178.0
HR,Y25-54,Thousand persons,T,2012,208.0
HR,Y25-54,Thousand persons,T,2013,216.0
HR,Y25-54,Thousand persons,T,2014,219.0
HR,Y25-54,Thousand persons,T,2015,204.0
HR,Y25-54,Thousand persons,T,2016,156.0
HR,Y25-54,Thousand persons,T,2017,132.0
HR,Y25-54,Thousand persons,T,2018,98.0
HR,Y25-54,Thousand persons,T,2019,79.0
HR,Y25-54,Thousand persons,T,2020,84.0
HR,Y25-54,Thousand persons,T,2021,86.0
HR,Y25-54,Thousand persons,T,2022,79.0
HR,Y25-54,Thousand persons,T,2023,69.0
HR,Y25-54,Thousand persons,T,2024,58.0
HU,Y25-54,Thousand persons,T,2009,309.0
HU,Y25-54,Thousand persons,T,2010,351.0
HU,Y25-54,Thousand persons,T,2011,341.0
HU,Y25-54,Thousand persons,T,2012,340.0
HU,Y25-54,Thousand persons,T,2013,309.0
HU,Y25-54,Thousand persons,T,2014,235.0
HU,Y25-54,Thousand persons,T,2015,210.0
HU,Y25-54,Thousand persons,T,2016,158.0
HU,Y25-54,Thousand persons,T,2017,130.0
HU,Y25-54,Thousand persons,T,2018,118.0
HU,Y25-54,Thousand persons,T,2019,105.0
HU,Y25-54,Thousand persons,T,2020,135.0
HU,Y25-54,Thousand persons,T,2021,129.0
HU,Y25-54,Thousand persons,T,2022,118.0
HU,Y25-54,Thousand persons,T,2023,133.0
HU,Y25-54,Thousand persons,T,2024,139.0
IE,Y25-54,Thousand persons,T,2009,180.0
IE,Y25-54,Thousand persons,T,2010,212.0
IE,Y25-54,Thousand persons,T,2011,229.0
IE,Y25-54,Thousand persons,T,2012,227.0
IE,Y25-54,Thousand persons,T,2013,202.0
IE,Y25-54,Thousand persons,T,2014,175.0
IE,Y25-54,Thousand persons,T,2015,146.0
IE,Y25-54,Thousand persons,T,2016,124.0
IE,Y25-54,Thousand persons,T,2017,98.0
IE,Y25-54,Thousand persons,T,2018,82.0
IE,Y25-54,Thousand persons,T,2019,71.0
IE,Y25-54,Thousand persons,T,2020,80.0
IE,Y25-54,Thousand persons,T,2021,90.0
IE,Y25-54,Thousand persons,T,2022,71.0
IE,Y25-54,Thousand persons,T,2023,67.0
IE,Y25-54,Thousand persons,T,2024,69.0
IS,Y25-54,Thousand persons,T,2009,7.0
IS,Y25-54,Thousand persons,T,2010,7.0
IS,Y25-54,Thousand persons,T,2011,6.0
IS,Y25-54,Thousand persons,T,2012,5.0
IS,Y25-54,Thousand persons,T,2013,5.0
IS,Y25-54,Thousand persons,T,2014,5.0
IS,Y25-54,Thousand persons,T,2015,4.0
IS,Y25-54,Thousand persons,T,2016,3.0
IS,Y25-54,Thousand persons,T,2017,2.0
IS,Y25-54,Thousand persons,T,2018,3.0
IS,Y25-54,Thousand persons,T,2019,4.0
IS,Y25-54,Thousand persons,T,2020,7.0
IS,Y25-54,Thousand persons,T,2021,7.0
IS,Y25-54,Thousand persons,T,2022,5.0
IS,Y25-54,Thousand persons,T,2023,4.0
IS,Y25-54,Thousand persons,T,2024,4.0
IT,Y25-54,Thousand persons,T,2009,1385.0
IT,Y25-54,Thousand persons,T,2010,1498.0
IT,Y25-54,Thousand persons,T,2011,1488.0
IT,Y25-54,Thousand persons,T,2012,1930.0
IT,Y25-54,Thousand persons,T,2013,2220.0
IT,Y25-54,Thousand persons,T,2014,2325.0
IT,Y25-54,Thousand persons,T,2015,2163.0
IT,Y25-54,Thousand persons,T,2016,2146.0
IT,Y25-54,Thousand persons,T,2017,2084.0
IT,Y25-54,Thousand persons,T,2018,1952.0
IT,Y25-54,Thousand persons,T,2019,1833.0
IT,Y25-54,Thousand persons,T,2020,1638.0
IT,Y25-54,Thousand persons,T,2021,1652.0
IT,Y25-54,Thousand persons,T,2022,1408.0
IT,Y25-54,Thousand persons,T,2023,1335.0
IT,Y25-54,Thousand persons,T,2024,1147.0
LT,Y25-54,Thousand persons,T,2009,149.0
LT,Y25-54,Thousand persons,T,2010,195.0
LT,Y25-54,Thousand persons,T,2011,161.0
LT,Y25-54,Thousand persons,T,2012,139.0
LT,Y25-54,Thousand persons,T,2013,120.0
LT,Y25-54,Thousand persons,T,2014,107.0
LT,Y25-54,Thousand persons,T,2015,91.0
LT,Y25-54,Thousand persons,T,2016,77.0
LT,Y25-54,Thousand persons,T,2017,67.0
LT,Y25-54,Thousand persons,T,2018,56.0
LT,Y25-54,Thousand persons,T,2019,58.0
LT,Y25-54,Thousand persons,T,2020,75.0
LT,Y25-54,Thousand persons,T,2021,65.0
LT,Y25-54,Thousand persons,T,2022,56.0
LT,Y25-54,Thousand persons,T,2023,65.0
LT,Y25-54,Thousand persons,T,2024,67.0
LU,Y25-54,Thousand persons,T,2009,8.0
LU,Y25-54,Thousand persons,T,2010,8.0
LU,Y25-54,Thousand persons,T,2011,8.0
LU,Y25-54,Thousand persons,T,2012,9.0
LU,Y25-54,Thousand persons,T,2013,11.0
LU,Y25-54,Thousand persons,T,2014,11.0
LU,Y25-54,Thousand persons,T,2015,13.0
LU,Y25-54,Thousand persons,T,2016,12.0
LU,Y25-54,Thousand persons,T,2017,12.0
LU,Y25-54,Thousand persons,T,2018,12.0
LU,Y25-54,Thousand persons,T,2019,12.0
LU,Y25-54,Thousand persons,T,2020,14.0
LU,Y25-54,Thousand persons,T,2021,11.0
LU,Y25-54,Thousand persons,T,2022,9.0
LU,Y25-54,Thousand persons,T,2023,11.0
LU,Y25-54,Thousand persons,T,2024,15.0
LV,Y25-54,Thousand persons,T,2009,129.0
LV,Y25-54,Thousand persons,T,2010,141.0
LV,Y25-54,Thousand persons,T,2011,113.0
LV,Y25-54,Thousand persons,T,2012,103.0
LV,Y25-54,Thousand persons,T,2013,81.0
LV,Y25-54,Thousand persons,T,2014,74.0
LV,Y25-54,Thousand persons,T,2015,68.0
LV,Y25-54,Thousand persons,T,2016,66.0
LV,Y25-54,Thousand persons,T,2017,57.0
LV,Y25-54,Thousand persons,T,2018,50.0
LV,Y25-54,Thousand persons,T,2019,40.0
LV,Y25-54,Thousand persons,T,2020,53.0
LV,Y25-54,Thousand persons,T,2021,50.0
LV,Y25-54,Thousand persons,T,2022,43.0
LV,Y25-54,Thousand persons,T,2023,41.0
LV,Y25-54,Thousand persons,T,2024,43.0
ME,Y25-54,Thousand persons,T,2011,37.0
ME,Y25-54,Thousand persons,T,2012,38.0
ME,Y25-54,Thousand persons,T,2013,36.0
ME,Y25-54,Thousand persons,T,2014,34.0
ME,Y25-54,Thousand persons,T,2015,34.0
ME,Y25-54,Thousand persons,T,2016,35.0
ME,Y25-54,Thousand persons,T,2017,33.0
ME,Y25-54,Thousand persons,T,2018,32.0
ME,Y25-54,Thousand persons,T,2019,32.0
ME,Y25-54,Thousand persons,T,2020,35.0
MK,Y25-54,Thousand persons,T,2009,209.0
MK,Y25-54,Thousand persons,T,2010,213.0
MK,Y25-54,Thousand persons,T,2011,206.0
MK,Y25-54,Thousand persons,T,2012,207.0
MK,Y25-54,Thousand persons,T,2013,195.0
MK,Y25-54,Thousand persons,T,2014,189.0
MK,Y25-54,Thousand persons,T,2015,178.0
MK,Y25-54,Thousand persons,T,2016,161.0
MK,Y25-54,Thousand persons,T,2017,151.0
MK,Y25-54,Thousand persons,T,2018,138.0
MK,Y25-54,Thousand persons,T,2019,121.0
MK,Y25-54,Thousand persons,T,2020,112.0
MT,Y25-54,Thousand persons,T,2009,6.0
MT,Y25-54,Thousand persons,T,2010,7.0
MT,Y25-54,Thousand persons,T,2011,7.0
MT,Y25-54,Thousand persons,T,2012,7.0
MT,Y25-54,Thousand persons,T,2013,7.0
MT,Y25-54,Thousand persons,T,2014,7.0
MT,Y25-54,Thousand persons,T,2015,6.0
MT,Y25-54,Thousand persons,T,2016,6.0
MT,Y25-54,Thousand persons,T,2017,5.0
MT,Y25-54,Thousand persons,T,2018,6.0
MT,Y25-54,Thousand persons,T,2019,7.0
MT,Y25-54,Thousand persons,T,2020,9.0
MT,Y25-54,Thousand persons,T,2021,6.0
MT,Y25-54,Thousand persons,T,2022,7.0
MT,Y25-54,Thousand persons,T,2023,7.0
MT,Y25-54,Thousand persons,T,2024,7.0
NL,Y25-54,Thousand persons,T,2009,243.0
NL,Y25-54,Thousand persons,T,2010,279.0
NL,Y25-54,Thousand persons,T,2011,285.0
NL,Y25-54,Thousand persons,T,2012,327.0
NL,Y25-54,Thousand persons,T,2013,410.0
NL,Y25-54,Thousand persons,T,2014,414.0
NL,Y25-54,Thousand persons,T,2015,377.0
NL,Y25-54,Thousand persons,T,2016,319.0
NL,Y25-54,Thousand persons,T,2017,265.0
NL,Y25-54,Thousand persons,T,2018,214.0
NL,Y25-54,Thousand persons,T,2019,200.0
NL,Y25-54,Thousand persons,T,2020,219.0
NL,Y25-54,Thousand persons,T,2021,183.0
NL,Y25-54,Thousand persons,T,2022,150.0
NL,Y25-54,Thousand persons,T,2023,153.0
NL,Y25-54,Thousand persons,T,2024,161.0
NO,Y25-54,Thousand persons,T,2009,43.0
NO,Y25-54,Thousand persons,T,2010,54.0
NO,Y25-54,Thousand persons,T,2011,48.0
NO,Y25-54,Thousand persons,T,2012,46.0
NO,Y25-54,Thousand persons,T,2013,56.0
NO,Y25-54,Thousand persons,T,2014,59.0
NO,Y25-54,Thousand persons,T,2015,74.0
NO,Y25-54,Thousand persons,T,2016,78.0
NO,Y25-54,Thousand persons,T,2017,66.0
NO,Y25-54,Thousand persons,T,2018,63.0
NO,Y25-54,Thousand persons,T,2019,58.0
NO,Y25-54,Thousand persons,T,2020,73.0
NO,Y25-54,Thousand persons,T,2021,68.0
NO,Y25-54,Thousand persons,T,2022,47.0
NO,Y25-54,Thousand persons,T,2023,52.0
NO,Y25-54,Thousand persons,T,2024,58.0
PL,Y25-54,Thousand persons,T,2009,941.0
PL,Y25-54,Thousand persons,T,2010,1101.0
PL,Y25-54,Thousand persons,T,2011,1094.0
PL,Y25-54,Thousand persons,T,2012,1165.0
PL,Y25-54,Thousand persons,T,2013,1196.0
PL,Y25-54,Thousand persons,T,2014,1044.0
PL,Y25-54,Thousand persons,T,2015,875.0
PL,Y25-54,Thousand persons,T,2016,702.0
PL,Y25-54,Thousand persons,T,2017,546.0
PL,Y25-54,Thousand persons,T,2018,434.0
PL,Y25-54,Thousand persons,T,2019,380.0
PL,Y25-54,Thousand persons,T,2020,369.0
PL,Y25-54,Thousand persons,T,2021,399.0
PL,Y25-54,Thousand persons,T,2022,339.0
PL,Y25-54,Thousand persons,T,2023,320.0
PL,Y25-54,Thousand persons,T,2024,331.0
PT,Y25-54,Thousand persons,T,2009,391.0
PT,Y25-54,Thousand persons,T,2010,452.0
PT,Y25-54,Thousand persons,T,2011,479.0
PT,Y25-54,Thousand persons,T,2012,582.0
PT,Y25-54,Thousand persons,T,2013,605.0
PT,Y25-54,Thousand persons,T,2014,490.0
PT,Y25-54,Thousand persons,T,2015,425.0
PT,Y25-54,Thousand persons,T,2016,379.0
PT,Y25-54,Thousand persons,T,2017,297.0
PT,Y25-54,Thousand persons,T,2018,228.0
PT,Y25-54,Thousand persons,T,2019,209.0
PT,Y25-54,Thousand persons,T,2020,222.0
PT,Y25-54,Thousand persons,T,2021,210.0
PT,Y25-54,Thousand persons,T,2022,202.0
PT,Y25-54,Thousand persons,T,2023,208.0
PT,Y25-54,Thousand persons,T,2024,206.0
RO,Y25-54,Thousand persons,T,2009,468.0
RO,Y25-54,Thousand persons,T,2010,489.0
RO,Y25-54,Thousand persons,T,2011,481.0
RO,Y25-54,Thousand persons,T,2012,466.0
RO,Y25-54,Thousand persons,T,2013,487.0
RO,Y25-54,Thousand persons,T,2014,471.0
RO,Y25-54,Thousand persons,T,2015,472.0
RO,Y25-54,Thousand persons,T,2016,402.0
RO,Y25-54,Thousand persons,T,2017,329.0
RO,Y25-54,Thousand persons,T,2018,282.0
RO,Y25-54,Thousand persons,T,2019,254.0
RO,Y25-54,Thousand persons,T,2020,337.0
RO,Y25-54,Thousand persons,T,2021,304.0
RO,Y25-54,Thousand persons,T,2022,307.0
RO,Y25-54,Thousand persons,T,2023,301.0
RO,Y25-54,Thousand persons,T,2024,293.0
RS,Y25-54,Thousand persons,T,2010,462.0
RS,Y25-54,Thousand persons,T,2011,549.0
RS,Y25-54,Thousand persons,T,2012,564.0
RS,Y25-54,Thousand persons,T,2013,540.0
RS,Y25-54,Thousand persons,T,2014,464.0
RS,Y25-54,Thousand persons,T,2015,421.0
RS,Y25-54,Thousand persons,T,2016,382.0
RS,Y25-54,Thousand persons,T,2017,335.0
RS,Y25-54,Thousand persons,T,2018,316.0
RS,Y25-54,Thousand persons,T,2019,254.0
RS,Y25-54,Thousand persons,T,2020,215.0
RS,Y25-54,Thousand persons,T,2021,246.0
RS,Y25-54,Thousand persons,T,2022,203.0
RS,Y25-54,Thousand persons,T,2023,200.0
RS,Y25-54,Thousand persons,T,2024,180.0
SE,Y25-54,Thousand persons,T,2005,208.0
SE,Y25-54,Thousand persons,T,2006,178.0
SE,Y25-54,Thousand persons,T,2007,150.0
SE,Y25-54,Thousand persons,T,2008,148.0
SE,Y25-54,Thousand persons,T,2009,210.0
SE,Y25-54,Thousand persons,T,2010,219.0
SE,Y25-54,Thousand persons,T,2011,198.0
SE,Y25-54,Thousand persons,T,2012,206.0
SE,Y25-54,Thousand persons,T,2013,214.0
SE,Y25-54,Thousand persons,T,2014,212.0
SE,Y25-54,Thousand persons,T,2015,210.0
SE,Y25-54,Thousand persons,T,2016,202.0
SE,Y25-54,Thousand persons,T,2017,202.0
SE,Y25-54,Thousand persons,T,2018,198.0
SE,Y25-54,Thousand persons,T,2019,206.0
SE,Y25-54,Thousand persons,T,2020,263.0
SE,Y25-54,Thousand persons,T,2021,262.0
SE,Y25-54,Thousand persons,T,2022,213.0
SE,Y25-54,Thousand persons,T,2023,224.0
SE,Y25-54,Thousand persons,T,2024,242.0
SI,Y25-54,Thousand persons,T,2009,44.0
SI,Y25-54,Thousand persons,T,2010,57.0
SI,Y25-54,Thousand persons,T,2011,63.0
SI,Y25-54,Thousand persons,T,2012,67.0
SI,Y25-54,Thousand persons,T,2013,78.0
SI,Y25-54,Thousand persons,T,2014,75.0
SI,Y25-54,Thousand persons,T,2015,69.0
SI,Y25-54,Thousand persons,T,2016,61.0
SI,Y25-54,Thousand persons,T,2017,50.0
SI,Y25-54,Thousand persons,T,2018,39.0
SI,Y25-54,Thousand persons,T,2019,33.0
SI,Y25-54,Thousand persons,T,2020,36.0
SI,Y25-54,Thousand persons,T,2021,33.0
SI,Y25-54,Thousand persons,T,2022,27.0
SI,Y25-54,Thousand persons,T,2023,23.0
SI,Y25-54,Thousand persons,T,2024,23.0
SK,Y25-54,Thousand persons,T,2009,239.0
SK,Y25-54,Thousand persons,T,2010,283.0
SK,Y25-54,Thousand persons,T,2011,264.0
SK,Y25-54,Thousand persons,T,2012,270.0
SK,Y25-54,Thousand persons,T,2013,280.0
SK,Y25-54,Thousand persons,T,2014,262.0
SK,Y25-54,Thousand persons,T,2015,229.0
SK,Y25-54,Thousand persons,T,2016,190.0
SK,Y25-54,Thousand persons,T,2017,164.0
SK,Y25-54,Thousand persons,T,2018,132.0
SK,Y25-54,Thousand persons,T,2019,113.0
SK,Y25-54,Thousand persons,T,2020,133.0
SK,Y25-54,Thousand persons,T,2021,133.0
SK,Y25-54,Thousand persons,T,2022,120.0
SK,Y25-54,Thousand persons,T,2023,115.0
SK,Y25-54,Thousand persons,T,2024,104.0
TR,Y25-54,Thousand persons,T,2009,1978.0
TR,Y25-54,Thousand persons,T,2010,1753.0
TR,Y25-54,Thousand persons,T,2011,1497.0
TR,Y25-54,Thousand persons,T,2012,1443.0
TR,Y25-54,Thousand persons,T,2013,1580.0
TR,Y25-54,Thousand persons,T,2014,1848.0
TR,Y25-54,Thousand persons,T,2015,1956.0
TR,Y25-54,Thousand persons,T,2016,2159.0
TR,Y25-54,Thousand persons,T,2017,2179.0
TR,Y25-54,Thousand persons,T,2018,2257.0
TR,Y25-54,Thousand persons,T,2019,2887.0
TR,Y25-54,Thousand persons,T,2020,2685.0
TR,Y25-54,Thousand persons,T,2021,2543.0
TR,Y25-54,Thousand persons,T,2022,2336.0
TR,Y25-54,Thousand persons,T,2023,2123.0
TR,Y25-54,Thousand persons,T,2024,1990.0
AT,Y25-74,Percentage of population in the labour force,F,2009,4.5
AT,Y25-74,Percentage of population in the labour force,F,2010,4.1
AT,Y25-74,Percentage of population in the labour force,F,2011,4.1
AT,Y25-74,Percentage of population in the labour force,F,2012,4.3
AT,Y25-74,Percentage of population in the labour force,F,2013,4.8
AT,Y25-74,Percentage of population in the labour force,F,2014,4.9
AT,Y25-74,Percentage of population in the labour force,F,2015,4.9
AT,Y25-74,Percentage of population in the labour force,F,2016,5.1
AT,Y25-74,Percentage of population in the labour force,F,2017,4.8
AT,Y25-74,Percentage of population in the labour force,F,2018,4.2
AT,Y25-74,Percentage of population in the labour force,F,2019,4.1
AT,Y25-74,Percentage of population in the labour force,F,2020,5.3
AT,Y25-74,Percentage of population in the labour force,F,2021,5.5
AT,Y25-74,Percentage of population in the labour force,F,2022,3.9
AT,Y25-74,Percentage of population in the labour force,F,2023,4.1
AT,Y25-74,Percentage of population in the labour force,F,2024,4.1
BA,Y25-74,Percentage of population in the labour force,F,2021,19.9
BA,Y25-74,Percentage of population in the labour force,F,2022,18.0
BA,Y25-74,Percentage of population in the labour force,F,2023,15.7
BA,Y25-74,Percentage of population in the labour force,F,2024,15.5
BE,Y25-74,Percentage of population in the labour force,F,2009,6.8
BE,Y25-74,Percentage of population in the labour force,F,2010,7.3
BE,Y25-74,Percentage of population in the labour force,F,2011,6.1
BE,Y25-74,Percentage of population in the labour force,F,2012,6.5
BE,Y25-74,Percentage of population in the labour force,F,2013,7.0
BE,Y25-74,Percentage of population in the labour force,F,2014,6.8
BE,Y25-74,Percentage of population in the labour force,F,2015,6.9
BE,Y25-74,Percentage of population in the labour force,F,2016,6.8
BE,Y25-74,Percentage of population in the labour force,F,2017,6.3
BE,Y25-74,Percentage of population in the labour force,F,2018,4.8
BE,Y25-74,Percentage of population in the labour force,F,2019,4.4
BE,Y25-74,Percentage of population in the labour force,F,2020,4.7
BE,Y25-74,Percentage of population in the labour force,F,2021,5.0
BE,Y25-74,Percentage of population in the labour force,F,2022,4.5
BE,Y25-74,Percentage of population in the labour force,F,2023,4.2
BE,Y25-74,Percentage of population in the labour force,F,2024,4.4
BG,Y25-74,Percentage of population in the labour force,F,2009,7.0
BG,Y25-74,Percentage of population in the labour force,F,2010,9.6
BG,Y25-74,Percentage of population in the labour force,F,2011,10.0
BG,Y25-74,Percentage of population in the labour force,F,2012,10.6
BG,Y25-74,Percentage of population in the labour force,F,2013,11.8
BG,Y25-74,Percentage of population in the labour force,F,2014,10.5
BG,Y25-74,Percentage of population in the labour force,F,2015,8.6
BG,Y25-74,Percentage of population in the labour force,F,2016,7.4
BG,Y25-74,Percentage of population in the labour force,F,2017,6.5
BG,Y25-74,Percentage of population in the labour force,F,2018,5.2
BG,Y25-74,Percentage of population in the labour force,F,2019,4.5
BG,Y25-74,Percentage of population in the labour force,F,2020,5.3
BG,Y25-74,Percentage of population in the labour force,F,2021,4.6
BG,Y25-74,Percentage of population in the labour force,F,2022,3.7
BG,Y25-74,Percentage of population in the labour force,F,2023,4.0
BG,Y25-74,Percentage of population in the labour force,F,2024,3.7
CH,Y25-74,Percentage of population in the labour force,F,2010,4.6
